                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                0.91136,                0.51217,                 1.1694,                0.95571,                0.98368,                0.99204,                0.80062,                0.77511,                 0.4123,                 1.1396,              0.0006712,              0.0006712,              0.0006712
                    153,                0.86792,                0.49661,                 1.1646,                0.95928,                0.97323,                 0.9904,                0.80418,                0.76673,                0.40976,                 1.1358,              0.0006624,              0.0006624,              0.0006624
                    154,                0.87862,                0.50776,                 1.1626,                0.96912,                0.96866,                0.99045,                0.79592,                0.79514,                0.42396,                 1.1498,              0.0006536,              0.0006536,              0.0006536
                    155,                0.85275,                0.50729,                 1.1461,                0.94589,                0.98291,                0.99044,                0.80046,                0.77809,                0.41554,                 1.1364,              0.0006448,              0.0006448,              0.0006448
                    156,                0.86802,                0.50558,                 1.1511,                0.97014,                0.97184,                0.99206,                0.80321,                0.78376,                 0.4084,                 1.1301,               0.000636,               0.000636,               0.000636
                    157,                0.90018,                0.50779,                 1.1721,                0.96328,                0.98148,                0.99078,                0.80136,                0.77098,                0.42439,                 1.1247,              0.0006272,              0.0006272,              0.0006272
                    158,                0.85291,                0.50533,                 1.1297,                0.95578,                0.98535,                0.99163,                0.80985,                0.75546,                 0.4006,                 1.1217,              0.0006184,              0.0006184,              0.0006184
                    159,                0.86563,                 0.5037,                 1.1524,                 0.9771,                0.97245,                 0.9932,                0.80419,                0.76381,                0.40373,                  1.127,              0.0006096,              0.0006096,              0.0006096
                    160,                0.86115,                0.49865,                 1.1528,                 0.9691,                0.98291,                0.99299,                0.80399,                0.77249,                0.41404,                 1.1375,              0.0006008,              0.0006008,              0.0006008
                    161,                0.85556,                0.50155,                 1.1503,                0.95417,                0.98433,                0.99164,                0.80241,                  0.762,                0.40524,                 1.1326,               0.000592,               0.000592,               0.000592
                    162,                0.87891,                0.49435,                 1.1627,                0.96728,                0.97436,                0.99239,                0.79878,                0.75806,                0.40408,                 1.1336,              0.0005832,              0.0005832,              0.0005832
                    163,                0.85738,                0.48507,                 1.1411,                 0.9565,                0.98006,                0.99091,                0.81209,                0.73656,                0.39801,                 1.1148,              0.0005744,              0.0005744,              0.0005744
                    164,                0.89735,                0.51343,                 1.1725,                0.96921,                0.97436,                0.99081,                 0.8101,                0.74998,                0.40732,                 1.1217,              0.0005656,              0.0005656,              0.0005656
                    165,                0.86313,                0.50512,                 1.1542,                0.95422,                0.97992,                0.99139,                0.80682,                0.74849,                0.41338,                 1.1179,              0.0005568,              0.0005568,              0.0005568
                    166,                0.85349,                0.48401,                 1.1382,                0.95548,                 0.9784,                0.99139,                0.80358,                0.74923,                0.40436,                 1.1168,               0.000548,               0.000548,               0.000548
                    167,                0.86458,                0.48525,                 1.1452,                0.96866,                0.96865,                0.99188,                0.80535,                 0.7522,                0.40365,                 1.1223,              0.0005392,              0.0005392,              0.0005392
                    168,                0.87209,                0.49679,                 1.1575,                 0.9681,                0.98291,                0.99179,                0.81534,                0.73165,                0.38812,                 1.1156,              0.0005304,              0.0005304,              0.0005304
                    169,                0.85308,                0.47911,                 1.1328,                0.95551,                0.98575,                 0.9919,                0.80436,                0.76005,                0.39387,                 1.1289,              0.0005216,              0.0005216,              0.0005216
                    170,                0.86232,                0.49933,                 1.1524,                0.97843,                0.95584,                0.99117,                0.80512,                 0.7484,                 0.3969,                 1.1208,              0.0005128,              0.0005128,              0.0005128
                    171,                0.84854,                0.47506,                 1.1502,                0.97188,                0.96581,                0.99097,                0.80871,                0.74248,                0.40133,                 1.1166,               0.000504,               0.000504,               0.000504
                    172,                0.83586,                0.48702,                 1.1502,                0.96508,                0.98423,                0.99141,                0.80979,                0.75225,                0.39133,                 1.1251,              0.0004952,              0.0004952,              0.0004952
                    173,                0.85448,                0.48488,                 1.1363,                0.96793,                0.98575,                0.99219,                 0.8177,                0.73471,                0.38802,                 1.1131,              0.0004864,              0.0004864,              0.0004864
                    174,                0.84878,                0.48242,                 1.1326,                0.97439,                0.97556,                0.99094,                0.80937,                0.74779,                0.39089,                 1.1193,              0.0004776,              0.0004776,              0.0004776
                    175,                0.83991,                0.46669,                 1.1343,                0.97499,                0.97721,                0.99243,                0.81167,                0.72236,                0.38464,                 1.1047,              0.0004688,              0.0004688,              0.0004688
                    176,                0.83148,                0.47322,                 1.1345,                0.96648,                0.98585,                0.99248,                0.82098,                0.71345,                0.39047,                  1.101,                0.00046,                0.00046,                0.00046
                    177,                0.82945,                0.47784,                 1.1262,                0.97594,                0.98228,                0.99313,                0.81772,                0.72603,                0.37426,                 1.1045,              0.0004512,              0.0004512,              0.0004512
                    178,                0.85296,                0.48843,                 1.1319,                0.98123,                0.98148,                0.99338,                 0.8161,                0.71945,                0.38384,                  1.106,              0.0004424,              0.0004424,              0.0004424
                    179,                0.83242,                0.47721,                 1.1363,                0.98569,                 0.9815,                0.99397,                0.82287,                0.71934,                0.37792,                 1.1068,              0.0004336,              0.0004336,              0.0004336
                    180,                0.84557,                0.47024,                 1.1347,                0.97578,                0.98291,                0.99389,                0.81955,                0.72768,                0.38382,                  1.103,              0.0004248,              0.0004248,              0.0004248
                    181,                 0.8366,                 0.4744,                 1.1392,                0.97733,                0.98239,                0.99306,                0.82124,                0.72205,                0.38596,                 1.1022,               0.000416,               0.000416,               0.000416
                    182,                0.84763,                0.47864,                 1.1433,                 0.9787,                0.98195,                0.99308,                0.81811,                0.72395,                0.37693,                 1.1034,              0.0004072,              0.0004072,              0.0004072
                    183,                0.80792,                0.45914,                 1.1192,                0.97607,                0.98757,                0.99289,                0.82598,                 0.7118,                0.37418,                 1.1107,              0.0003984,              0.0003984,              0.0003984
                    184,                0.82345,                0.47457,                   1.12,                0.97574,                0.97721,                0.99313,                0.82227,                0.70062,                 0.3728,                 1.0901,              0.0003896,              0.0003896,              0.0003896
                    185,                0.81901,                0.46036,                 1.1156,                0.98189,                0.98006,                0.99357,                 0.8244,                0.69909,                 0.3715,                  1.088,              0.0003808,              0.0003808,              0.0003808
                    186,                 0.8261,                0.46272,                 1.1238,                0.97587,                0.98006,                0.99295,                0.81109,                0.73728,                0.38163,                 1.1011,               0.000372,               0.000372,               0.000372
                    187,                0.83585,                 0.4655,                 1.1426,                0.98232,                0.98433,                0.99354,                0.82485,                0.71095,                0.36603,                 1.0957,              0.0003632,              0.0003632,              0.0003632
                    188,                0.82146,                0.47885,                  1.141,                0.98607,                0.97863,                0.99355,                0.82221,                0.71498,                0.37006,                 1.0979,              0.0003544,              0.0003544,              0.0003544
                    189,                0.79913,                0.46679,                 1.1218,                0.95939,                0.98718,                0.99236,                 0.8299,                 0.6974,                0.36936,                 1.0872,              0.0003456,              0.0003456,              0.0003456
                    190,                0.81163,                0.44716,                 1.1262,                0.99135,                 0.9797,                0.99344,                0.82436,                0.69653,                0.36875,                 1.0912,              0.0003368,              0.0003368,              0.0003368
                    191,                0.81039,                0.46074,                 1.1231,                0.98762,                0.98291,                0.99396,                0.82426,                0.70464,                0.35941,                 1.0934,               0.000328,               0.000328,               0.000328
                    192,                0.82488,                0.45803,                 1.1194,                0.98573,                0.98376,                0.99343,                0.83299,                0.69161,                0.36116,                 1.0855,              0.0003192,              0.0003192,              0.0003192
                    193,                0.79809,                0.44546,                 1.1156,                0.98281,                0.98718,                0.99267,                0.82886,                0.69436,                0.36278,                 1.0833,              0.0003104,              0.0003104,              0.0003104
                    194,                0.79834,                0.43236,                 1.1177,                0.98265,                0.98291,                0.99343,                0.82992,                0.68887,                0.36037,                 1.0811,              0.0003016,              0.0003016,              0.0003016
                    195,                0.80446,                0.44176,                 1.1075,                0.98859,                0.98148,                0.99356,                0.82876,                0.69567,                0.35823,                 1.0867,              0.0002928,              0.0002928,              0.0002928
                    196,                 0.8144,                0.43543,                 1.1188,                0.99141,                0.98675,                0.99366,                 0.8353,                0.68362,                0.35527,                 1.0789,               0.000284,               0.000284,               0.000284
                    197,                0.79079,                0.45685,                 1.1189,                 0.9861,                 0.9886,                0.99376,                0.83169,                0.68998,                0.35102,                 1.0796,              0.0002752,              0.0002752,              0.0002752
                    198,                0.80123,                0.43832,                 1.1071,                 0.9914,                0.98518,                0.99356,                0.83607,                0.66712,                0.35694,                 1.0727,              0.0002664,              0.0002664,              0.0002664
                    199,                0.78379,                0.43714,                  1.099,                0.98857,                0.98603,                0.99392,                 0.8399,                0.65955,                0.34675,                 1.0645,              0.0002576,              0.0002576,              0.0002576
                    200,                0.77941,                 0.4467,                 1.0995,                 0.9918,                0.98575,                0.99371,                0.84063,                0.66813,                0.34364,                 1.0714,              0.0002488,              0.0002488,              0.0002488
                    201,                0.79988,                0.45379,                 1.1172,                0.98713,                0.98368,                0.99393,                0.82601,                 0.6918,                0.35963,                 1.0736,                0.00024,                0.00024,                0.00024
                    202,                0.78555,                0.44697,                 1.1028,                0.99141,                0.98663,                0.99396,                0.83795,                0.66696,                0.34342,                 1.0661,              0.0002312,              0.0002312,              0.0002312
                    203,                 0.7973,                0.42642,                 1.1046,                 0.9957,                0.99072,                 0.9943,                 0.8295,                0.68527,                0.34359,                 1.0764,              0.0002224,              0.0002224,              0.0002224
                    204,                0.78152,                0.43545,                 1.1174,                0.99369,                0.98718,                0.99388,                 0.8356,                0.67574,                0.34287,                 1.0732,              0.0002136,              0.0002136,              0.0002136
                    205,                0.76851,                0.43246,                 1.0958,                0.98855,                0.98421,                0.99376,                0.83934,                0.66594,                0.34322,                 1.0667,              0.0002048,              0.0002048,              0.0002048
                    206,                0.78653,                0.44602,                 1.0919,                0.98387,                0.99003,                0.99369,                0.83967,                0.66336,                0.34541,                 1.0673,               0.000196,               0.000196,               0.000196
                    207,                0.76828,                0.43355,                 1.0878,                0.99001,                0.98796,                0.99365,                0.84119,                0.66533,                0.34668,                 1.0658,              0.0001872,              0.0001872,              0.0001872
                    208,                0.77898,                0.42399,                 1.1065,                0.98722,                0.99039,                 0.9941,                0.83767,                0.67209,                0.34065,                 1.0694,              0.0001784,              0.0001784,              0.0001784
                    209,                0.77563,                0.42627,                 1.1003,                0.98724,                0.99223,                0.99377,                0.84191,                 0.6652,                0.33898,                  1.067,              0.0001696,              0.0001696,              0.0001696
                    210,                0.79681,                0.43505,                 1.1156,                0.98895,                 0.9886,                0.99384,                0.84107,                0.65903,                0.33983,                 1.0642,              0.0001608,              0.0001608,              0.0001608
                    211,                0.76501,                0.42397,                 1.1005,                0.99142,                 0.9873,                0.99379,                0.84579,                 0.6528,                0.33606,                 1.0618,               0.000152,               0.000152,               0.000152
                    212,                0.77536,                0.43092,                  1.104,                 0.9874,                 0.9886,                0.99391,                0.83951,                0.66578,                0.33878,                 1.0684,              0.0001432,              0.0001432,              0.0001432
                    213,                0.77722,                0.41957,                 1.1067,                0.99142,                 0.9873,                0.99408,                0.84455,                0.65535,                0.33653,                 1.0616,              0.0001344,              0.0001344,              0.0001344
                    214,                0.75499,                0.41469,                 1.0838,                 0.9926,                0.98575,                0.99411,                0.84534,                0.65728,                 0.3353,                 1.0635,              0.0001256,              0.0001256,              0.0001256
                    215,                0.77548,                0.43201,                 1.1036,                0.99337,                0.98575,                0.99415,                0.84273,                 0.6545,                0.33472,                 1.0621,              0.0001168,              0.0001168,              0.0001168
                    216,                0.74799,                0.41828,                 1.0926,                0.98715,                0.98517,                 0.9935,                0.83538,                0.67405,                0.34785,                 1.0717,               0.000108,               0.000108,               0.000108
                    217,                0.71572,                0.38346,                 1.0809,                0.98431,                0.98315,                0.99351,                0.83652,                0.68202,                0.35027,                 1.0734,               9.92e-05,               9.92e-05,               9.92e-05
                    218,                0.72694,                 0.3786,                 1.0944,                0.99226,                0.98575,                0.99371,                 0.8396,                0.66383,                0.34102,                 1.0662,               9.04e-05,               9.04e-05,               9.04e-05
                    219,                0.70384,                0.36604,                 1.0923,                0.99142,                0.98715,                0.99393,                0.84358,                0.65834,                0.33784,                 1.0629,               8.16e-05,               8.16e-05,               8.16e-05
                    220,                 0.6993,                 0.3781,                 1.0766,                0.98316,                0.99003,                0.99388,                0.84159,                0.65185,                0.33631,                 1.0608,               7.28e-05,               7.28e-05,               7.28e-05
                    221,                0.71022,                0.36653,                 1.0729,                   0.99,                0.98697,                 0.9937,                0.84383,                0.64889,                0.33405,                 1.0599,                6.4e-05,                6.4e-05,                6.4e-05
                    222,                0.69202,                0.36546,                 1.0786,                0.99205,                 0.9886,                0.99385,                 0.8448,                0.64728,                0.33099,                 1.0592,               5.52e-05,               5.52e-05,               5.52e-05
                    223,                0.70775,                0.37159,                  1.084,                0.99285,                0.98956,                0.99395,                0.84548,                 0.6425,                0.33034,                 1.0569,               4.64e-05,               4.64e-05,               4.64e-05
                    224,                0.68403,                 0.3646,                 1.0575,                0.99143,                0.98872,                0.99396,                0.84716,                0.64762,                0.33082,                 1.0588,               3.76e-05,               3.76e-05,               3.76e-05
                    225,                0.68607,                0.36441,                 1.0679,                0.99233,                 0.9886,                 0.9939,                0.84925,                 0.6409,                0.32912,                 1.0568,               2.88e-05,               2.88e-05,               2.88e-05
